date,team_name,opponent,xGF,xGA,xGF%,CF%,FF%,SF%,HDCF%,SCF%,PDO
2024-11-23,New York Rangers,Edmonton Oilers,2.35,2.07,53.17,50.54,47.89,44.07,55.56,51.16,0.956
2024-11-24,Toronto Maple Leafs,Utah Hockey Club,2.22,1.53,59.13,50.54,50.7,54.55,55.56,53.49,1.033
2024-11-24,Utah Hockey Club,Toronto Maple Leafs,1.53,2.22,40.87,49.46,49.3,45.45,44.44,46.51,0.967
2024-11-25,Colorado Avalanche,Tampa Bay Lightning,2.03,3.21,38.74,44.0,40.28,44.9,40.91,42.86,0.906
2024-11-25,Tampa Bay Lightning,Colorado Avalanche,3.21,2.03,61.26,56.0,59.72,55.1,59.09,57.14,1.094
2024-11-25,Florida Panthers,Washington Capitals,2.06,2.12,49.29,39.18,43.06,42.5,41.18,38.3,1.015
2024-11-25,Washington Capitals,Florida Panthers,2.12,2.06,50.71,60.82,56.94,57.5,58.82,61.7,0.985
2024-11-25,New Jersey Devils,Nashville Predators,3.36,0.89,78.97,65.06,71.88,68.75,85.0,74.29,0.958
2024-11-25,Nashville Predators,New Jersey Devils,0.89,3.36,21.03,34.94,28.13,31.25,15.0,25.71,1.042
2024-11-25,New York Rangers,St Louis Blues,1.55,3.21,32.55,46.0,42.47,41.82,30.0,41.82,0.993
2024-11-25,St Louis Blues,New York Rangers,3.21,1.55,67.45,54.0,57.53,58.18,70.0,58.18,1.007
2024-11-25,Philadelphia Flyers,Vegas Golden Knights,2.71,2.45,52.48,53.27,55.13,50.0,63.64,54.72,1.036
2024-11-25,Vegas Golden Knights,Philadelphia Flyers,2.45,2.71,47.52,46.73,44.87,50.0,36.36,45.28,0.964
2024-11-25,Carolina Hurricanes,Dallas Stars,2.01,2.2,47.79,60.0,59.7,63.64,52.94,53.33,0.821
2024-11-25,Dallas Stars,Carolina Hurricanes,2.2,2.01,52.21,40.0,40.3,36.36,47.06,46.67,1.179
2024-11-25,Calgary Flames,Ottawa Senators,1.3,1.04,55.61,51.28,50.0,50.0,50.0,45.45,0.944
2024-11-25,Ottawa Senators,Calgary Flames,1.04,1.3,44.39,48.72,50.0,50.0,50.0,54.55,1.056
2024-11-25,Detroit Red Wings,New York Islanders,2.08,1.58,56.8,53.57,51.56,47.37,58.82,61.29,1.067
2024-11-25,New York Islanders,Detroit Red Wings,1.58,2.08,43.2,46.43,48.44,52.63,41.18,38.71,0.933
2024-11-25,Minnesota Wild,Winnipeg Jets,2.47,2.21,52.79,51.82,51.28,55.17,50.0,45.65,0.954
2024-11-25,Winnipeg Jets,Minnesota Wild,2.21,2.47,47.21,48.18,48.72,44.83,50.0,54.35,1.046
2024-11-25,Anaheim Ducks,Seattle Kraken,1.25,1.81,40.9,39.56,36.92,40.54,50.0,50.0,0.93
2024-11-25,Seattle Kraken,Anaheim Ducks,1.81,1.25,59.1,60.44,63.08,59.46,50.0,50.0,1.07
2024-11-25,Los Angeles Kings,San Jose Sharks,2.16,1.09,66.42,62.2,57.81,55.0,78.57,68.57,0.813
2024-11-25,San Jose Sharks,Los Angeles Kings,1.09,2.16,33.58,37.8,42.19,45.0,21.43,31.43,1.187
2024-11-26,Boston Bruins,Vancouver Canucks,2.27,0.36,86.33,71.6,70.83,68.42,92.31,76.47,1.0
2024-11-26,Vancouver Canucks,Boston Bruins,0.36,2.27,13.67,28.4,29.17,31.58,7.69,23.53,1.0
2024-11-26,Montreal Canadiens,Utah Hockey Club,2.01,2.56,44.04,40.7,36.67,36.11,42.86,45.65,1.067
2024-11-26,Utah Hockey Club,Montreal Canadiens,2.56,2.01,55.96,59.3,63.33,63.89,57.14,54.35,0.933
2024-11-27,Buffalo Sabres,Minnesota Wild,1.93,2.12,47.66,54.1,50.0,48.28,43.75,51.79,0.967
2024-11-27,Minnesota Wild,Buffalo Sabres,2.12,1.93,52.34,45.9,50.0,51.72,56.25,48.21,1.033
2024-11-27,New Jersey Devils,St Louis Blues,2.64,0.66,79.91,74.7,75.44,66.67,75.0,58.82,0.75
2024-11-27,St Louis Blues,New Jersey Devils,0.66,2.64,20.09,25.3,24.56,33.33,25.0,41.18,1.25
2024-11-27,Carolina Hurricanes,New York Rangers,1.99,1.55,56.19,61.8,59.09,58.54,64.71,62.5,0.907
2024-11-27,New York Rangers,Carolina Hurricanes,1.55,1.99,43.81,38.2,40.91,41.46,35.29,37.5,1.093
2024-11-27,Calgary Flames,Detroit Red Wings,0.86,1.98,30.23,47.19,43.1,44.44,35.71,35.14,1.0
2024-11-27,Detroit Red Wings,Calgary Flames,1.98,0.86,69.77,52.81,56.9,55.56,64.29,64.86,1.0
2024-11-27,Tampa Bay Lightning,Washington Capitals,1.51,1.48,50.49,42.68,40.0,45.65,50.0,43.24,1.063
2024-11-27,Washington Capitals,Tampa Bay Lightning,1.48,1.51,49.51,57.32,60.0,54.35,50.0,56.76,0.937
2024-11-27,Florida Panthers,Toronto Maple Leafs,1.0,0.99,50.15,51.43,52.27,46.88,75.0,48.15,1.067
2024-11-27,Toronto Maple Leafs,Florida Panthers,0.99,1.0,49.85,48.57,47.73,53.13,25.0,51.85,0.933
2024-11-27,Boston Bruins,New York Islanders,1.34,1.92,41.05,48.42,49.28,47.62,40.0,43.9,1.114
2024-11-27,New York Islanders,Boston Bruins,1.92,1.34,58.95,51.58,50.72,52.38,60.0,56.1,0.886
2024-11-27,Pittsburgh Penguins,Vancouver Canucks,1.68,1.19,58.64,45.78,51.85,43.24,72.73,50.0,1.107
2024-11-27,Vancouver Canucks,Pittsburgh Penguins,1.19,1.68,41.36,54.22,48.15,56.76,27.27,50.0,0.893
2024-11-27,Columbus Blue Jackets,Montreal Canadiens,1.66,1.72,49.08,45.65,49.21,56.41,53.85,39.02,1.019
2024-11-27,Montreal Canadiens,Columbus Blue Jackets,1.72,1.66,50.92,54.35,50.79,43.59,46.15,60.98,0.981
2024-11-27,Nashville Predators,Philadelphia Flyers,1.72,2.48,40.94,62.62,57.35,50.0,42.86,52.38,1.0
2024-11-27,Philadelphia Flyers,Nashville Predators,2.48,1.72,59.06,37.38,42.65,50.0,57.14,47.62,1.0
2024-11-27,Chicago Blackhawks,Dallas Stars,2.09,2.29,47.69,39.0,44.62,51.16,45.45,45.61,1.18
2024-11-27,Dallas Stars,Chicago Blackhawks,2.29,2.09,52.31,61.0,55.38,48.84,54.55,54.39,0.82
2024-11-27,Colorado Avalanche,Vegas Golden Knights,2.69,1.25,68.38,66.06,65.22,60.98,76.19,72.73,0.978
2024-11-27,Vegas Golden Knights,Colorado Avalanche,1.25,2.69,31.62,33.94,34.78,39.02,23.81,27.27,1.023
2024-11-27,Los Angeles Kings,Winnipeg Jets,2.89,0.97,74.79,62.64,67.69,71.79,61.11,71.05,1.071
2024-11-27,Winnipeg Jets,Los Angeles Kings,0.97,2.89,25.21,37.36,32.31,28.21,38.89,28.95,0.929
2024-11-27,Anaheim Ducks,Seattle Kraken,2.41,2.03,54.28,50.48,48.1,50.98,54.55,54.0,1.074
2024-11-27,Seattle Kraken,Anaheim Ducks,2.03,2.41,45.72,49.52,51.9,49.02,45.45,46.0,0.926
2024-11-27,Ottawa Senators,San Jose Sharks,1.25,2.93,29.84,30.11,30.3,23.26,15.79,34.78,1.239
2024-11-27,San Jose Sharks,Ottawa Senators,2.93,1.25,70.16,69.89,69.7,76.74,84.21,65.22,0.761
2024-11-29,New York Rangers,Philadelphia Flyers,1.6,3.12,33.82,46.15,39.73,41.07,27.27,33.33,0.983
2024-11-29,Philadelphia Flyers,New York Rangers,3.12,1.6,66.18,53.85,60.27,58.93,72.73,66.67,1.017
2024-11-29,Chicago Blackhawks,Minnesota Wild,1.23,2.39,33.88,34.12,40.0,39.13,30.77,34.21,0.948
2024-11-29,Minnesota Wild,Chicago Blackhawks,2.39,1.23,66.12,65.88,60.0,60.87,69.23,65.79,1.052
2024-11-29,Buffalo Sabres,Vancouver Canucks,1.71,1.21,58.51,58.75,59.32,58.97,66.67,68.0,1.005
2024-11-29,Vancouver Canucks,Buffalo Sabres,1.21,1.71,41.49,41.25,40.68,41.03,33.33,32.0,0.995
2024-11-29,Detroit Red Wings,New Jersey Devils,2.2,4.76,31.65,36.84,40.26,43.48,34.48,33.33,1.073
2024-11-29,New Jersey Devils,Detroit Red Wings,4.76,2.2,68.35,63.16,59.74,56.52,65.52,66.67,0.927
2024-11-29,New York Islanders,Washington Capitals,1.41,1.88,42.77,41.25,42.59,44.12,38.46,40.54,1.161
2024-11-29,Washington Capitals,New York Islanders,1.88,1.41,57.23,58.75,57.41,55.88,61.54,59.46,0.839
2024-11-29,Carolina Hurricanes,Florida Panthers,1.83,1.36,57.32,53.26,53.85,48.84,50.0,54.55,0.959
2024-11-29,Florida Panthers,Carolina Hurricanes,1.36,1.83,42.68,46.74,46.15,51.16,50.0,45.45,1.041
2024-11-29,Columbus Blue Jackets,Calgary Flames,2.22,2.44,47.65,47.0,52.94,54.0,38.1,47.83,1.068
2024-11-29,Calgary Flames,Columbus Blue Jackets,2.44,2.22,52.35,53.0,47.06,46.0,61.9,52.17,0.932
2024-11-29,Nashville Predators,Tampa Bay Lightning,1.94,1.68,53.6,50.0,52.0,54.17,44.44,41.03,1.031
2024-11-29,Tampa Bay Lightning,Nashville Predators,1.68,1.94,46.4,50.0,48.0,45.83,55.56,58.97,0.969
2024-11-29,Anaheim Ducks,Los Angeles Kings,2.23,1.67,57.19,52.69,59.42,60.53,42.86,44.12,0.91
2024-11-29,Los Angeles Kings,Anaheim Ducks,1.67,2.23,42.81,47.31,40.58,39.47,57.14,55.88,1.09
2024-11-29,San Jose Sharks,Seattle Kraken,1.34,2.08,39.11,47.87,44.93,48.89,35.71,43.59,1.188
2024-11-29,Seattle Kraken,San Jose Sharks,2.08,1.34,60.89,52.13,55.07,51.11,64.29,56.41,0.812
2024-11-29,Boston Bruins,Pittsburgh Penguins,1.49,3.24,31.55,42.11,38.03,41.38,31.58,43.59,0.983
2024-11-29,Pittsburgh Penguins,Boston Bruins,3.24,1.49,68.45,57.89,61.97,58.62,68.42,56.41,1.017
2024-11-29,Colorado Avalanche,Dallas Stars,2.21,1.3,62.99,53.25,60.0,65.63,66.67,60.0,0.913
2024-11-29,Dallas Stars,Colorado Avalanche,1.3,2.21,37.01,46.75,40.0,34.38,33.33,40.0,1.087
2024-11-29,Vegas Golden Knights,Winnipeg Jets,1.8,1.49,54.73,50.59,47.06,54.55,55.0,58.82,1.017
2024-11-29,Winnipeg Jets,Vegas Golden Knights,1.49,1.8,45.27,49.41,52.94,45.45,45.0,41.18,0.983
2024-11-29,Edmonton Oilers,Utah Hockey Club,1.39,2.65,34.39,45.83,41.1,43.14,47.06,42.55,0.942
2024-11-29,Utah Hockey Club,Edmonton Oilers,2.65,1.39,65.61,54.17,58.9,56.86,52.94,57.45,1.058
2024-11-30,Montreal Canadiens,New York Rangers,2.88,1.5,65.74,52.13,55.56,55.81,71.43,69.23,1.072
2024-11-30,New York Rangers,Montreal Canadiens,1.5,2.88,34.26,47.87,44.44,44.19,28.57,30.77,0.928
2024-11-30,Carolina Hurricanes,Florida Panthers,1.04,2.25,31.54,46.91,40.32,32.56,16.67,40.54,0.897
2024-11-30,Florida Panthers,Carolina Hurricanes,2.25,1.04,68.46,53.09,59.68,67.44,83.33,59.46,1.103
2024-11-30,Tampa Bay Lightning,Toronto Maple Leafs,1.93,1.51,56.11,54.35,56.92,48.08,53.33,57.89,0.892
2024-11-30,Toronto Maple Leafs,Tampa Bay Lightning,1.51,1.93,43.89,45.65,43.08,51.92,46.67,42.11,1.108
2024-11-30,New Jersey Devils,Washington Capitals,1.38,2.33,37.25,41.98,38.71,41.46,35.71,37.14,1.051
2024-11-30,Washington Capitals,New Jersey Devils,2.33,1.38,62.75,58.02,61.29,58.54,64.29,62.86,0.949
2024-11-30,Calgary Flames,Pittsburgh Penguins,1.98,2.53,43.82,52.14,46.91,43.64,47.37,47.06,0.987
2024-11-30,Pittsburgh Penguins,Calgary Flames,2.53,1.98,56.18,47.86,53.09,56.36,52.63,52.94,1.013
2024-11-30,Philadelphia Flyers,St Louis Blues,2.61,2.05,56.04,51.0,54.67,57.14,56.52,53.7,1.024
2024-11-30,St Louis Blues,Philadelphia Flyers,2.05,2.61,43.96,49.0,45.33,42.86,43.48,46.3,0.976
2024-11-30,Los Angeles Kings,Ottawa Senators,1.88,1.91,49.55,49.04,50.7,52.27,52.94,44.23,1.035
2024-11-30,Ottawa Senators,Los Angeles Kings,1.91,1.88,50.45,50.96,49.3,47.73,47.06,55.77,0.965
2024-11-30,Buffalo Sabres,New York Islanders,1.46,1.12,56.54,61.18,62.3,61.76,66.67,51.35,0.923
2024-11-30,New York Islanders,Buffalo Sabres,1.12,1.46,43.46,38.82,37.7,38.24,33.33,48.65,1.077
2024-11-30,Minnesota Wild,Nashville Predators,2.17,1.58,57.9,44.66,50.67,50.0,64.29,46.81,1.0
2024-11-30,Nashville Predators,Minnesota Wild,1.58,2.17,42.1,55.34,49.33,50.0,35.71,53.19,1.0
2024-11-30,Colorado Avalanche,Edmonton Oilers,1.8,2.0,47.37,47.62,48.39,47.92,41.18,46.51,0.88
2024-11-30,Edmonton Oilers,Colorado Avalanche,2.0,1.8,52.63,52.38,51.61,52.08,58.82,53.49,1.12
2024-11-30,Utah Hockey Club,Vegas Golden Knights,2.05,2.39,46.21,48.45,51.43,51.11,47.37,44.9,1.174
2024-11-30,Vegas Golden Knights,Utah Hockey Club,2.39,2.05,53.79,51.55,48.57,48.89,52.63,55.1,0.826
2024-11-30,San Jose Sharks,Seattle Kraken,1.24,2.69,31.61,40.98,39.33,37.5,31.25,30.91,1.133
2024-11-30,Seattle Kraken,San Jose Sharks,2.69,1.24,68.39,59.02,60.67,62.5,68.75,69.09,0.867
2024-12-01,Detroit Red Wings,Vancouver Canucks,1.09,1.98,35.53,39.08,40.63,43.24,23.08,34.38,1.092
2024-12-01,Vancouver Canucks,Detroit Red Wings,1.98,1.09,64.47,60.92,59.38,56.76,76.92,65.63,0.908
2024-12-01,Boston Bruins,Montreal Canadiens,2.86,1.65,63.33,50.5,54.93,53.19,78.95,62.26,1.024
2024-12-01,Montreal Canadiens,Boston Bruins,1.65,2.86,36.67,49.5,45.07,46.81,21.05,37.74,0.976
2024-12-01,Columbus Blue Jackets,Chicago Blackhawks,2.14,1.4,60.51,57.32,61.9,62.5,70.0,66.67,1.133
2024-12-01,Chicago Blackhawks,Columbus Blue Jackets,1.4,2.14,39.49,42.68,38.1,37.5,30.0,33.33,0.867
2024-12-01,Dallas Stars,Winnipeg Jets,1.63,1.66,49.45,45.45,46.97,44.44,53.85,55.56,1.06
2024-12-01,Winnipeg Jets,Dallas Stars,1.66,1.63,50.55,54.55,53.03,55.56,46.15,44.44,0.94
2024-12-01,Anaheim Ducks,Ottawa Senators,2.43,2.6,48.3,47.52,47.06,57.14,50.0,38.3,0.972
2024-12-01,Ottawa Senators,Anaheim Ducks,2.6,2.43,51.7,52.48,52.94,42.86,50.0,61.7,1.028
2024-12-02,New Jersey Devils,New York Rangers,2.8,1.95,58.92,46.39,47.69,45.65,60.87,52.38,1.143
2024-12-02,New York Rangers,New Jersey Devils,1.95,2.8,41.08,53.61,52.31,54.35,39.13,47.62,0.857
2024-12-02,Chicago Blackhawks,Toronto Maple Leafs,2.83,1.13,71.49,68.35,62.07,60.47,63.64,63.64,0.862
2024-12-02,Toronto Maple Leafs,Chicago Blackhawks,1.13,2.83,28.51,31.65,37.93,39.53,36.36,36.36,1.138
2024-12-02,Dallas Stars,Utah Hockey Club,2.12,2.48,46.11,46.09,41.67,36.54,41.18,52.83,1.022
2024-12-02,Utah Hockey Club,Dallas Stars,2.48,2.12,53.89,53.91,58.33,63.46,58.82,47.17,0.978
2024-12-03,Boston Bruins,Detroit Red Wings,0.97,1.38,41.45,54.95,57.14,58.7,22.22,42.42,0.932
2024-12-03,Detroit Red Wings,Boston Bruins,1.38,0.97,58.55,45.05,42.86,41.3,77.78,57.58,1.068
2024-12-03,Buffalo Sabres,Colorado Avalanche,2.81,3.16,47.05,42.28,37.5,38.46,62.5,43.28,1.035
2024-12-03,Colorado Avalanche,Buffalo Sabres,3.16,2.81,52.95,57.72,62.5,61.54,37.5,56.72,0.965
2024-12-03,Montreal Canadiens,New York Islanders,1.62,2.06,43.95,48.05,56.86,52.63,46.15,53.66,0.944
2024-12-03,New York Islanders,Montreal Canadiens,2.06,1.62,56.05,51.95,43.14,47.37,53.85,46.34,1.056
2024-12-03,Florida Panthers,Pittsburgh Penguins,3.02,1.5,66.8,64.86,65.43,74.51,68.18,64.81,0.771
2024-12-03,Pittsburgh Penguins,Florida Panthers,1.5,3.02,33.2,35.14,34.57,25.49,31.82,35.19,1.229
2024-12-03,San Jose Sharks,Washington Capitals,2.95,2.36,55.6,51.75,53.16,54.0,61.54,53.57,0.994
2024-12-03,Washington Capitals,San Jose Sharks,2.36,2.95,44.4,48.25,46.84,46.0,38.46,46.43,1.006
2024-12-03,Carolina Hurricanes,Seattle Kraken,0.96,1.98,32.68,50.62,38.78,33.33,33.33,40.0,0.917
2024-12-03,Seattle Kraken,Carolina Hurricanes,1.98,0.96,67.32,49.38,61.22,66.67,66.67,60.0,1.083
2024-12-03,Minnesota Wild,Vancouver Canucks,1.57,1.28,55.14,65.48,61.54,54.55,53.85,64.1,1.033
2024-12-03,Vancouver Canucks,Minnesota Wild,1.28,1.57,44.86,34.52,38.46,45.45,46.15,35.9,0.967
2024-12-03,St Louis Blues,Winnipeg Jets,2.36,1.54,60.46,45.88,42.37,50.0,68.75,54.05,1.05
2024-12-03,Winnipeg Jets,St Louis Blues,1.54,2.36,39.54,54.12,57.63,50.0,31.25,45.95,0.95
2024-12-03,Columbus Blue Jackets,Calgary Flames,1.28,2.24,36.48,44.57,43.33,42.86,31.58,41.46,1.0
2024-12-03,Calgary Flames,Columbus Blue Jackets,2.24,1.28,63.52,55.43,56.67,57.14,68.42,58.54,1.0
2024-12-03,Edmonton Oilers,Vegas Golden Knights,2.37,1.13,67.69,57.43,57.58,58.97,60.0,58.14,0.938
2024-12-03,Vegas Golden Knights,Edmonton Oilers,1.13,2.37,32.31,42.57,42.42,41.03,40.0,41.86,1.063
2024-12-04,Nashville Predators,Toronto Maple Leafs,2.23,1.66,57.34,51.06,51.56,43.9,64.29,59.52,1.024
2024-12-04,Toronto Maple Leafs,Nashville Predators,1.66,2.23,42.66,48.94,48.44,56.1,35.71,40.48,0.976
2024-12-04,Boston Bruins,Chicago Blackhawks,1.61,1.01,61.34,48.57,47.83,51.52,55.56,50.0,1.11
2024-12-04,Chicago Blackhawks,Boston Bruins,1.01,1.61,38.66,51.43,52.17,48.48,44.44,50.0,0.89
2024-12-04,Anaheim Ducks,Vegas Golden Knights,1.58,2.43,39.41,51.02,50.0,42.22,47.06,41.86,0.937
2024-12-04,Vegas Golden Knights,Anaheim Ducks,2.43,1.58,60.59,48.98,50.0,57.78,52.94,58.14,1.063
2024-12-04,Dallas Stars,Los Angeles Kings,1.91,1.47,56.6,60.42,62.12,60.98,41.18,61.54,0.853
2024-12-04,Los Angeles Kings,Dallas Stars,1.47,1.91,43.4,39.58,37.88,39.02,58.82,38.46,1.148
2024-12-05,Buffalo Sabres,Winnipeg Jets,2.85,1.93,59.66,54.64,55.38,52.27,57.69,55.56,0.996
2024-12-05,Winnipeg Jets,Buffalo Sabres,1.93,2.85,40.34,45.36,44.62,47.73,42.31,44.44,1.004
2024-12-05,Montreal Canadiens,Nashville Predators,1.53,2.66,36.48,41.38,47.27,50.0,22.22,40.0,1.0
2024-12-05,Nashville Predators,Montreal Canadiens,2.66,1.53,63.52,58.62,52.73,50.0,77.78,60.0,1.0
2024-12-05,Detroit Red Wings,Ottawa Senators,1.33,1.74,43.37,46.67,43.08,37.78,45.45,48.48,0.929
2024-12-05,Ottawa Senators,Detroit Red Wings,1.74,1.33,56.63,53.33,56.92,62.22,54.55,51.52,1.071
2024-12-05,San Jose Sharks,Tampa Bay Lightning,1.67,2.45,40.5,46.46,37.7,36.73,47.37,46.0,0.83
2024-12-05,Tampa Bay Lightning,San Jose Sharks,2.45,1.67,59.5,53.54,62.3,63.27,52.63,54.0,1.17
2024-12-05,Florida Panthers,Philadelphia Flyers,1.33,2.36,35.98,48.51,39.71,36.17,46.67,50.0,0.984
2024-12-05,Philadelphia Flyers,Florida Panthers,2.36,1.33,64.02,51.49,60.29,63.83,53.33,50.0,1.016
2024-12-05,Carolina Hurricanes,Colorado Avalanche,2.88,1.26,69.58,67.06,68.75,65.0,66.67,64.29,0.934
2024-12-05,Colorado Avalanche,Carolina Hurricanes,1.26,2.88,30.42,32.94,31.25,35.0,33.33,35.71,1.066
2024-12-05,New York Islanders,Seattle Kraken,1.84,2.14,46.15,43.01,43.08,44.44,60.0,42.22,0.963
2024-12-05,Seattle Kraken,New York Islanders,2.14,1.84,53.85,56.99,56.92,55.56,40.0,57.78,1.038
2024-12-05,Calgary Flames,St Louis Blues,2.69,2.11,56.03,60.61,56.72,61.7,50.0,58.7,0.923
2024-12-05,St Louis Blues,Calgary Flames,2.11,2.69,43.97,39.39,43.28,38.3,50.0,41.3,1.077
2024-12-05,Columbus Blue Jackets,Edmonton Oilers,1.52,3.13,32.66,43.01,38.1,37.78,26.32,39.02,1.034
2024-12-05,Edmonton Oilers,Columbus Blue Jackets,3.13,1.52,67.34,56.99,61.9,62.22,73.68,60.98,0.966
2024-12-06,Toronto Maple Leafs,Washington Capitals,1.42,2.68,34.58,38.83,42.42,37.84,38.89,39.53,0.984
2024-12-06,Washington Capitals,Toronto Maple Leafs,2.68,1.42,65.42,61.17,57.58,62.16,61.11,60.47,1.016
2024-12-06,New Jersey Devils,Seattle Kraken,2.37,1.56,60.28,57.28,59.72,67.44,61.9,56.52,1.032
2024-12-06,Seattle Kraken,New Jersey Devils,1.56,2.37,39.72,42.72,40.28,32.56,38.1,43.48,0.968
2024-12-06,New York Rangers,Pittsburgh Penguins,1.94,1.94,50.01,55.13,57.63,65.79,41.18,50.0,1.006
2024-12-06,Pittsburgh Penguins,New York Rangers,1.94,1.94,49.99,44.87,42.37,34.21,58.82,50.0,0.994
2024-12-06,Columbus Blue Jackets,Vancouver Canucks,2.0,1.44,58.09,64.52,63.89,68.42,56.25,66.67,0.788
2024-12-06,Vancouver Canucks,Columbus Blue Jackets,1.44,2.0,41.91,35.48,36.11,31.58,43.75,33.33,1.212
2024-12-06,Dallas Stars,Vegas Golden Knights,2.39,1.85,56.36,50.53,47.76,54.35,70.59,52.27,0.992
2024-12-06,Vegas Golden Knights,Dallas Stars,1.85,2.39,43.64,49.47,52.24,45.65,29.41,47.73,1.008
2024-12-06,Anaheim Ducks,Minnesota Wild,1.69,2.95,36.48,51.35,48.0,39.13,43.48,47.92,0.948
2024-12-06,Minnesota Wild,Anaheim Ducks,2.95,1.69,63.52,48.65,52.0,60.87,56.52,52.08,1.052
2024-12-07,Boston Bruins,Philadelphia Flyers,1.16,1.9,37.91,40.0,35.85,38.89,41.67,32.0,1.052
2024-12-07,Philadelphia Flyers,Boston Bruins,1.9,1.16,62.09,60.0,64.15,61.11,58.33,68.0,0.948
2024-12-07,Buffalo Sabres,Utah Hockey Club,2.47,2.48,49.95,50.0,45.07,44.9,46.15,47.06,0.906
2024-12-07,Utah Hockey Club,Buffalo Sabres,2.48,2.47,50.05,50.0,54.93,55.1,53.85,52.94,1.094
2024-12-07,Chicago Blackhawks,Winnipeg Jets,0.73,3.13,18.92,35.63,32.31,30.0,13.33,29.27,0.976
2024-12-07,Winnipeg Jets,Chicago Blackhawks,3.13,0.73,81.08,64.37,67.69,70.0,86.67,70.73,1.024
2024-12-07,Carolina Hurricanes,New York Islanders,1.27,2.08,37.94,58.33,50.0,47.37,33.33,43.59,0.8
2024-12-07,New York Islanders,Carolina Hurricanes,2.08,1.27,62.06,41.67,50.0,52.63,66.67,56.41,1.2
2024-12-07,Florida Panthers,San Jose Sharks,3.26,1.5,68.48,73.12,76.56,76.09,60.0,66.67,1.057
2024-12-07,San Jose Sharks,Florida Panthers,1.5,3.26,31.52,26.88,23.44,23.91,40.0,33.33,0.943
2024-12-07,Montreal Canadiens,Washington Capitals,1.86,3.3,36.12,41.18,37.68,36.96,30.43,44.23,1.014
2024-12-07,Washington Capitals,Montreal Canadiens,3.3,1.86,63.88,58.82,62.32,63.04,69.57,55.77,0.986
2024-12-07,Nashville Predators,Ottawa Senators,2.92,3.2,47.68,55.74,53.49,52.46,46.67,53.13,0.928
2024-12-07,Ottawa Senators,Nashville Predators,3.2,2.92,52.32,44.26,46.51,47.54,53.33,46.88,1.072
2024-12-07,Colorado Avalanche,Detroit Red Wings,2.06,2.0,50.8,58.25,61.43,54.55,50.0,60.98,0.992
2024-12-07,Detroit Red Wings,Colorado Avalanche,2.0,2.06,49.2,41.75,38.57,45.45,50.0,39.02,1.008
2024-12-07,Pittsburgh Penguins,Toronto Maple Leafs,2.06,2.35,46.68,47.57,43.75,50.0,47.62,48.15,1.0
2024-12-07,Toronto Maple Leafs,Pittsburgh Penguins,2.35,2.06,53.32,52.43,56.25,50.0,52.38,51.85,1.0
2024-12-07,Los Angeles Kings,Minnesota Wild,1.65,1.73,48.78,56.6,53.52,61.7,66.67,55.56,0.979
2024-12-07,Minnesota Wild,Los Angeles Kings,1.73,1.65,51.22,43.4,46.48,38.3,33.33,44.44,1.021
2024-12-07,Edmonton Oilers,St Louis Blues,2.02,1.98,50.49,50.0,47.14,43.18,50.0,54.76,1.065
2024-12-07,St Louis Blues,Edmonton Oilers,1.98,2.02,49.51,50.0,52.86,56.82,50.0,45.24,0.935
2024-12-08,New York Rangers,Seattle Kraken,3.33,1.28,72.24,61.4,63.1,64.71,68.75,73.81,0.843
2024-12-08,Seattle Kraken,New York Rangers,1.28,3.33,27.76,38.6,36.9,35.29,31.25,26.19,1.157
2024-12-08,Tampa Bay Lightning,Vancouver Canucks,1.71,1.57,52.16,53.66,48.33,48.72,61.11,53.85,0.953
2024-12-08,Vancouver Canucks,Tampa Bay Lightning,1.57,1.71,47.84,46.34,51.67,51.28,38.89,46.15,1.047
2024-12-08,New York Islanders,Ottawa Senators,0.63,2.4,20.69,32.93,30.91,20.59,15.38,17.14,1.106
2024-12-08,Ottawa Senators,New York Islanders,2.4,0.63,79.31,67.07,69.09,79.41,84.62,82.86,0.894
2024-12-08,Columbus Blue Jackets,Winnipeg Jets,1.57,2.24,41.29,46.46,50.82,59.46,28.57,52.5,1.091
2024-12-08,Winnipeg Jets,Columbus Blue Jackets,2.24,1.57,58.71,53.54,49.18,40.54,71.43,47.5,0.909
2024-12-08,Colorado Avalanche,New Jersey Devils,1.19,1.99,37.3,50.0,56.67,48.72,50.0,50.0,1.158
2024-12-08,New Jersey Devils,Colorado Avalanche,1.99,1.19,62.7,50.0,43.33,51.28,50.0,50.0,0.842
2024-12-08,Philadelphia Flyers,Utah Hockey Club,1.8,1.43,55.75,48.86,46.03,46.15,66.67,39.47,1.016
2024-12-08,Utah Hockey Club,Philadelphia Flyers,1.43,1.8,44.25,51.14,53.97,53.85,33.33,60.53,0.984
2024-12-08,Calgary Flames,Dallas Stars,1.75,1.56,52.87,58.65,58.11,56.86,37.5,55.81,0.887
2024-12-08,Dallas Stars,Calgary Flames,1.56,1.75,47.13,41.35,41.89,43.14,62.5,44.19,1.113
2024-12-09,Buffalo Sabres,Detroit Red Wings,1.65,2.04,44.7,41.57,45.0,43.59,55.0,38.64,1.008
2024-12-09,Detroit Red Wings,Buffalo Sabres,2.04,1.65,55.3,58.43,55.0,56.41,45.0,61.36,0.992
2024-12-09,Chicago Blackhawks,New York Rangers,2.69,1.54,63.62,52.53,54.93,52.83,68.75,50.0,1.071
